Customer Order Number,Color,Size,Flavor,Package Type,Qty (pack unit)
W3917559,Color Agent19,S5,F11,Bag,5060
W3925424,Color Agent23,S5,F2,Bag,7244
W3931658,Color Agent11,S2,F6,Box,1178
W3954236,Color Agent32,S3,F6,Bag,6452
W4023617,Color Agent5,S2,F10,Bag,6448
W4048317,Color Agent21,S4,F7,Bag,9476
W4065908,Color Agent19,S1,F7,Bag,5848
W4111757,Color Agent11,S2,F7,Box,262
W4161771,Color Agent6,S1,F11,Bag,7796
W4192674,Color Agent23,S1,F7,Bag,5424
W4228049,Color Agent27,S4,F2,Bag,7264
W4229329,Color Agent4,S3,F10,Bag,8720
W4253044,Color Agent15,S4,F9,Box,529
W4283487,Color Agent26,S3,F2,Bag,6372
W4290147,Color Agent7,S3,F3,Bag,7516
W4302955,Color Agent17,S2,F8,Box,413
W4357273,Color Agent40,S2,F3,Bag,8400
W4360116,Color Agent33,S2,F11,Bag,10040
W4373007,Color Agent35,S4,F1,Box,1158
W4522506,Color Agent30,S5,F2,Bag,11512
W4560758,Color Agent10,S3,F10,Bag,14872
W4576908,Color Agent19,S1,F6,Box,684
W4598992,Color Agent2,S5,F7,Bag,4224
W4609163,Color Agent37,S1,F6,Box,682
W4638791,Color Agent32,S2,F7,Bag,12720
W4658522,Color Agent38,S2,F2,Bag,23008
W4664946,Color Agent40,S2,F10,Bag,7404
W4668487,Color Agent20,S3,F12,Bag,10356
W4707578,Color Agent10,S4,F3,Box,708
W4720723,Color Agent22,S1,F5,Box,731
W4735908,Color Agent38,S3,F4,Bag,3876
W4748748,Color Agent3,S1,F2,Bag,6880
W4769458,Color Agent12,S3,F5,Box,1071
W4803709,Color Agent33,S2,F1,Bag,9812
W4834495,Color Agent24,S4,F10,Bag,11356
W4844297,Color Agent13,S1,F12,Box,564
W4873041,Color Agent17,S4,F6,Bag,15340
W4873564,Color Agent9,S5,F10,Bag,11184
W4890320,Color Agent2,S3,F10,Bag,23756
W4906231,Color Agent34,S4,F7,Box,1250
W4925642,Color Agent15,S2,F11,Bag,6564
W4946828,Color Agent36,S3,F8,Box,755
W4984113,Color Agent36,S2,F11,Bag,8188
W5001811,Color Agent35,S5,F6,Bag,5272
W5008340,Color Agent23,S1,F3,Bag,3604
W5052863,Color Agent34,S5,F5,Bag,6556
W5076646,Color Agent8,S2,F1,Bag,5208
W5090091,Color Agent14,S4,F8,Box,385
W5101707,Color Agent1,S2,F1,Bag,11612
W5124637,Color Agent1,S2,F3,Box,844
W5151621,Color Agent20,S4,F11,Bag,9272
W5209605,Color Agent10,S1,F11,Bag,14328
W5225193,Color Agent9,S4,F9,Box,1175
W5266816,Color Agent5,S1,F8,Bag,4828
W5270359,Color Agent14,S3,F10,Box,867
W5334926,Color Agent32,S5,F7,Bag,11752
W5347665,Color Agent7,S4,F11,Bag,8092
W5384992,Color Agent1,S1,F3,Bag,6344
W5393110,Color Agent27,S4,F7,Bag,6004
W5393682,Color Agent11,S1,F12,Box,1962
W5404650,Color Agent31,S2,F1,Box,702
W5430106,Color Agent1,S4,F1,Bag,15524
W5483621,Color Agent16,S5,F6,Box,1293
W5507356,Color Agent36,S4,F3,Bag,8912
W5540741,Color Agent31,S5,F5,Bag,7472
W5563517,Color Agent3,S4,F3,Box,957
W5566705,Color Agent4,S5,F11,Bag,11044
W5600682,Color Agent11,S2,F9,Bag,5436
W5604893,Color Agent36,S3,F3,Box,440
W5646024,Color Agent37,S1,F1,Bag,10508
W5651068,Color Agent34,S1,F1,Box,427
W5681905,Color Agent40,S2,F4,Bag,4924
W5706825,Color Agent27,S5,F10,Bag,8308
W5799357,Color Agent21,S3,F12,Bag,3364
W5802835,Color Agent30,S5,F4,Bag,14164
W5849566,Color Agent15,S5,F12,Box,429
W5887984,Color Agent8,S1,F1,Bag,6200
W5924092,Color Agent9,S3,F4,Bag,9104
W5994121,Color Agent37,S3,F1,Bag,5872
W5999518,Color Agent14,S3,F1,Bag,7032
W6020428,Color Agent13,S4,F10,Box,669
W6028112,Color Agent16,S1,F9,Bag,9364
W6037418,Color Agent15,S3,F1,Box,871
W6071739,Color Agent28,S2,F5,Bag,10616
W6096367,Color Agent40,S3,F4,Box,1063
W6147427,Color Agent28,S5,F8,Box,668
W6164438,Color Agent31,S1,F10,Box,1021
W6179708,Color Agent27,S2,F10,Bag,4736
W6180421,Color Agent3,S4,F5,Box,1075
W6216454,Color Agent1,S2,F1,Bag,7240
W6244748,Color Agent35,S5,F2,Box,624
W6245919,Color Agent8,S1,F5,Box,427
W6249513,Color Agent7,S2,F8,Bag,8548
W6256599,Color Agent12,S1,F4,Box,490
W6262604,Color Agent12,S3,F5,Box,1418
W6284720,Color Agent30,S1,F5,Bag,6644
W6315761,Color Agent12,S3,F11,Bag,2808
W6328862,Color Agent2,S4,F9,Box,902
W6377926,Color Agent5,S2,F4,Bag,5868
W6416311,Color Agent26,S3,F6,Bag,6908
W6423103,Color Agent3,S4,F11,Bag,6036
W6461876,Color Agent38,S1,F7,Bag,6548
W6464764,Color Agent40,S4,F3,Bag,5900
W6484469,Color Agent16,S5,F4,Bag,7504
W6512810,Color Agent27,S3,F7,Bag,6268
W6554022,Color Agent4,S2,F7,Bag,7836
W6603951,Color Agent21,S2,F9,Bag,16072
W6629840,Color Agent12,S2,F11,Bag,3640
W6642257,Color Agent19,S5,F6,Bag,10200
W6677669,Color Agent18,S4,F3,Box,818
W6683108,Color Agent6,S1,F4,Bag,5424
W6700744,Color Agent26,S5,F5,Box,348
W6720268,Color Agent30,S2,F11,Bag,8508
W6724811,Color Agent17,S1,F9,Bag,5052
W6747662,Color Agent29,S2,F4,Bag,12324
W6763009,Color Agent40,S1,F11,Bag,8692
W6766458,Color Agent36,S4,F7,Bag,6136
W6795781,Color Agent22,S2,F2,Box,534
W6847170,Color Agent19,S1,F9,Bag,3812
W6855240,Color Agent37,S1,F9,Box,916
W6891579,Color Agent2,S3,F2,Bag,8744
W6902299,Color Agent36,S2,F9,Bag,10572
W6902531,Color Agent13,S3,F8,Bag,4204
W6905579,Color Agent17,S2,F8,Bag,14924
W6919318,Color Agent36,S1,F10,Box,1409
W6922212,Color Agent3,S2,F4,Bag,5124
W6929431,Color Agent30,S1,F3,Box,1022
W6930466,Color Agent23,S3,F12,Box,466
W6959520,Color Agent31,S4,F12,Bag,4816
W6969924,Color Agent5,S2,F10,Bag,8964
W6983959,Color Agent14,S3,F6,Box,727
W7050985,Color Agent23,S3,F11,Box,446
W7061002,Color Agent4,S5,F4,Bag,8548
W7062821,Color Agent32,S4,F3,Box,1787
W7087165,Color Agent32,S3,F9,Bag,8692
W7096050,Color Agent31,S1,F4,Bag,7200
W7104560,Color Agent1,S5,F12,Bag,8748
W7109894,Color Agent1,S3,F12,Bag,8060
W7116116,Color Agent25,S2,F6,Bag,8836
W7192315,Color Agent37,S5,F4,Box,412
W7236772,Color Agent8,S2,F4,Box,680
W7247007,Color Agent6,S4,F6,Bag,12996
W7261420,Color Agent39,S1,F4,Box,804
W7283335,Color Agent9,S3,F10,Bag,11316
W7335484,Color Agent1,S3,F5,Bag,8972
W7338749,Color Agent31,S2,F6,Bag,6732
W7489902,Color Agent33,S3,F5,Box,918
W7535040,Color Agent21,S1,F7,Bag,12012
W7563312,Color Agent32,S5,F4,Bag,4976
W7647882,Color Agent27,S2,F1,Bag,6872
W7656136,Color Agent28,S4,F5,Bag,10568
W7682560,Color Agent28,S2,F11,Bag,4648
W7729122,Color Agent11,S4,F3,Box,421
W7733473,Color Agent35,S3,F9,Bag,5148
W7734646,Color Agent33,S3,F8,Bag,5832
W7740232,Color Agent31,S2,F4,Bag,10620
W7741621,Color Agent4,S4,F9,Bag,3212
W7763876,Color Agent5,S1,F7,Bag,5108
W7769384,Color Agent17,S2,F9,Bag,5248
W7779704,Color Agent30,S3,F5,Bag,6968
W7807180,Color Agent2,S3,F2,Bag,8908
W7854073,Color Agent21,S4,F10,Bag,8968
W7859119,Color Agent7,S3,F8,Bag,7412
W7890325,Color Agent10,S5,F11,Bag,5488
W7895376,Color Agent2,S2,F10,Bag,6680
W7911376,Color Agent36,S2,F4,Bag,16172
W7958873,Color Agent37,S4,F11,Box,795
W7983095,Color Agent9,S4,F8,Bag,4632
W8018002,Color Agent22,S1,F4,Bag,3416
W8028348,Color Agent15,S4,F8,Bag,7624
W8040680,Color Agent34,S2,F2,Bag,8580
W8041685,Color Agent15,S3,F9,Bag,5704
W8054920,Color Agent15,S5,F3,Box,608
W8081512,Color Agent36,S5,F12,Bag,8012
W8136726,Color Agent35,S5,F10,Bag,8084
W8186273,Color Agent1,S2,F11,Bag,10336
W8204755,Color Agent25,S4,F3,Bag,9576
W8222253,Color Agent30,S5,F2,Box,823
W8337937,Color Agent38,S4,F10,Box,1047
W8348134,Color Agent27,S2,F2,Bag,8604
W8416720,Color Agent17,S5,F10,Bag,6852
W8420761,Color Agent31,S3,F2,Bag,6904
W8454034,Color Agent39,S5,F9,Bag,9196
W8524703,Color Agent13,S5,F11,Box,851
W8541003,Color Agent37,S3,F7,Bag,16428
W8553898,Color Agent1,S1,F10,Box,912
W8564020,Color Agent29,S1,F6,Box,585
W8566656,Color Agent32,S1,F11,Bag,8260
W8590734,Color Agent21,S3,F5,Bag,6056
W8632453,Color Agent19,S1,F6,Box,441
W8632690,Color Agent11,S5,F8,Bag,5420
W8646927,Color Agent30,S3,F4,Bag,7952
W8691939,Color Agent23,S4,F1,Box,1052
W8693966,Color Agent15,S2,F2,Box,593
W8740487,Color Agent25,S5,F1,Box,607
W8746549,Color Agent36,S5,F2,Box,1238
W8780280,Color Agent3,S3,F12,Box,622
W8785074,Color Agent39,S5,F8,Bag,6332
W8858046,Color Agent10,S5,F9,Bag,5900
W8874864,Color Agent9,S2,F10,Bag,7748
W8904145,Color Agent36,S4,F1,Bag,5164
W8971725,Color Agent31,S1,F3,Bag,10124
W9009352,Color Agent9,S5,F3,Bag,9700
W9043344,Color Agent17,S1,F5,Bag,9368
W9043399,Color Agent18,S4,F9,Box,874
W9046172,Color Agent40,S5,F10,Bag,8484
W9060176,Color Agent7,S2,F9,Box,572
W9084916,Color Agent29,S2,F10,Box,1143
W9108983,Color Agent24,S1,F7,Bag,9008
W9146415,Color Agent32,S3,F1,Bag,7452
W9149736,Color Agent28,S1,F10,Bag,13304
W9224321,Color Agent21,S2,F4,Bag,9776
W9260496,Color Agent5,S3,F6,Bag,6760
W9264877,Color Agent32,S4,F1,Bag,9868
W9265139,Color Agent35,S5,F8,Bag,8388
W9391544,Color Agent25,S1,F3,Box,937
W9423748,Color Agent13,S3,F2,Bag,8808
W9434537,Color Agent23,S5,F3,Bag,10232
W9477411,Color Agent37,S2,F1,Box,947
W9507236,Color Agent29,S3,F2,Box,753
W9517345,Color Agent26,S2,F9,Bag,6504
W9627478,Color Agent19,S4,F2,Box,784
W9651396,Color Agent25,S1,F1,Box,792
W9679472,Color Agent29,S4,F12,Box,554
W9711276,Color Agent24,S2,F7,Box,486
W9729266,Color Agent30,S3,F3,Bag,6124
W9741998,Color Agent1,S4,F4,Box,744
W9836589,Color Agent29,S3,F3,Bag,8280
W9843301,Color Agent36,S2,F4,Bag,7348
W9893388,Color Agent13,S2,F3,Bag,10960
W9905254,Color Agent37,S3,F4,Bag,6264
W9914131,Color Agent1,S1,F6,Bag,3988
W9959919,Color Agent32,S3,F3,Bag,9652
W9970040,Color Agent29,S2,F10,Bag,8760
X0008728,Color Agent14,S4,F11,Bag,8792
X0036235,Color Agent40,S3,F3,Bag,5656
X0041007,Color Agent37,S3,F11,Box,504
X0046407,Color Agent31,S2,F5,Bag,6136
X0057535,Color Agent32,S5,F5,Box,316
X0074345,Color Agent16,S2,F2,Bag,7008
X0115953,Color Agent25,S5,F11,Bag,8788
X0136086,Color Agent9,S3,F1,Box,948
X0170515,Color Agent10,S3,F8,Bag,10748
X0172306,Color Agent25,S1,F1,Bag,8212
X0175020,Color Agent7,S1,F3,Bag,16488
X0177904,Color Agent37,S4,F1,Bag,7384
X0200921,Color Agent21,S3,F12,Bag,4672
X0219877,Color Agent33,S1,F9,Bag,11840
X0245334,Color Agent37,S2,F7,Bag,11688
X0257199,Color Agent12,S2,F7,Bag,4784
X0258438,Color Agent22,S4,F7,Bag,7896
X0338260,Color Agent24,S3,F11,Bag,4596
X0366103,Color Agent18,S2,F12,Bag,5280
X0383816,Color Agent1,S2,F7,Box,479
X0418715,Color Agent35,S4,F7,Box,547
X0434750,Color Agent21,S5,F10,Bag,9272
X0446326,Color Agent34,S2,F2,Bag,13728
X0516227,Color Agent33,S1,F6,Bag,6040
X0573498,Color Agent7,S4,F1,Bag,11572
X0596669,Color Agent18,S3,F3,Bag,9620
X0749013,Color Agent22,S1,F2,Box,566
X0767701,Color Agent37,S2,F3,Box,1092
X0768237,Color Agent10,S3,F3,Bag,8052
X0797874,Color Agent8,S5,F4,Bag,8820
X0798181,Color Agent31,S2,F8,Bag,8448
X0834252,Color Agent15,S1,F4,Box,661
X0904309,Color Agent15,S1,F5,Box,637
X0917486,Color Agent23,S1,F4,Box,551
X0920069,Color Agent8,S1,F3,Bag,7440
X0938126,Color Agent11,S4,F1,Box,864
X0998949,Color Agent30,S5,F4,Bag,9828
X1026960,Color Agent33,S3,F6,Box,759
X1040828,Color Agent6,S5,F11,Bag,4876
X1125846,Color Agent25,S3,F7,Box,506
X1131828,Color Agent28,S5,F10,Bag,7168
X1132277,Color Agent13,S5,F11,Bag,6924
X1153034,Color Agent38,S3,F9,Bag,11020
X1177102,Color Agent26,S3,F2,Bag,6888
X1203077,Color Agent9,S4,F9,Box,616
X1254247,Color Agent27,S4,F12,Bag,17752
X1283791,Color Agent13,S2,F7,Bag,4224
X1297268,Color Agent39,S1,F1,Bag,20880
X1309102,Color Agent6,S3,F10,Bag,10792
X1320222,Color Agent40,S1,F2,Bag,4260
X1325260,Color Agent31,S2,F2,Bag,5392
X1336441,Color Agent12,S4,F10,Box,740
X1409063,Color Agent37,S2,F3,Bag,13904
X1454350,Color Agent1,S4,F1,Box,822
X1460315,Color Agent31,S5,F12,Box,1022
X1469125,Color Agent14,S5,F1,Bag,6000
X1575036,Color Agent38,S2,F11,Bag,5380
X1592600,Color Agent34,S3,F2,Bag,4884
X1595545,Color Agent34,S3,F3,Bag,6648
X1623238,Color Agent29,S2,F12,Bag,8080
X1627403,Color Agent29,S4,F3,Bag,9212
X1637718,Color Agent27,S4,F6,Bag,10252
X1678834,Color Agent36,S5,F1,Bag,11000
X1711609,Color Agent3,S5,F11,Bag,7508
X1726993,Color Agent8,S5,F8,Bag,12580
X1736477,Color Agent18,S1,F8,Bag,10360
X1744316,Color Agent32,S2,F2,Box,687
X1752377,Color Agent4,S1,F2,Bag,4920
X1754561,Color Agent4,S1,F8,Box,673
X1828197,Color Agent2,S3,F9,Bag,7192
X1834184,Color Agent19,S5,F12,Bag,9320
X1841047,Color Agent30,S2,F4,Bag,12376
X1841905,Color Agent14,S2,F11,Box,437
X1853397,Color Agent27,S1,F10,Box,750
X1883327,Color Agent27,S5,F3,Bag,6840
X1909905,Color Agent7,S3,F5,Bag,8884
X1951795,Color Agent23,S4,F9,Box,304
X1958218,Color Agent40,S5,F9,Bag,7360
X1961624,Color Agent31,S5,F12,Bag,15944
X1967496,Color Agent35,S5,F7,Box,784
X2001351,Color Agent29,S2,F12,Bag,8348
X2003073,Color Agent22,S5,F11,Box,341
X2003676,Color Agent20,S3,F8,Bag,4836
X2033754,Color Agent7,S3,F11,Bag,3120
X2091004,Color Agent25,S3,F5,Bag,4984
X2091111,Color Agent19,S2,F1,Box,579
X2169754,Color Agent2,S4,F5,Box,579
X2201144,Color Agent4,S4,F2,Bag,6440
X2207661,Color Agent36,S4,F11,Bag,6844
X2225903,Color Agent16,S5,F1,Bag,7736
X2244342,Color Agent1,S5,F3,Box,570
X2260811,Color Agent17,S1,F12,Bag,5584
X2265186,Color Agent29,S4,F10,Box,464
X2303664,Color Agent20,S1,F8,Box,565
X2304949,Color Agent18,S4,F5,Bag,7640
X2332429,Color Agent28,S3,F9,Box,882
X2376154,Color Agent15,S5,F3,Bag,5112
X2377657,Color Agent32,S1,F12,Bag,5144
X2380832,Color Agent3,S4,F3,Bag,7912
X2385014,Color Agent30,S2,F8,Bag,7364
X2403919,Color Agent3,S5,F5,Bag,3940
X2408604,Color Agent2,S4,F11,Bag,5848
X2412184,Color Agent9,S1,F1,Bag,9324
X2422350,Color Agent2,S1,F1,Bag,10472
X2428649,Color Agent29,S2,F10,Bag,8084
X2460113,Color Agent29,S5,F7,Bag,4660
X2464395,Color Agent32,S2,F12,Bag,7396
X2500352,Color Agent6,S4,F4,Bag,9496
X2521559,Color Agent3,S1,F4,Box,418
X2529819,Color Agent25,S5,F1,Bag,10700
X2634685,Color Agent23,S1,F3,Bag,6592
X2662402,Color Agent26,S5,F8,Bag,20248
X2678013,Color Agent20,S1,F12,Bag,13108
X2735164,Color Agent25,S5,F3,Box,1040
X2741315,Color Agent16,S1,F7,Bag,9936
X2747053,Color Agent1,S4,F8,Box,640
X2907489,Color Agent29,S2,F6,Bag,7036
X2918976,Color Agent21,S5,F7,Box,904
X2926049,Color Agent14,S5,F8,Bag,11024
X2960571,Color Agent38,S1,F3,Bag,5772
X2974082,Color Agent25,S2,F12,Bag,5156
X3025822,Color Agent10,S1,F4,Bag,5084
X3026110,Color Agent1,S1,F5,Box,1068
X3042260,Color Agent14,S5,F11,Bag,4496
X3050388,Color Agent10,S4,F5,Bag,10724
X3055856,Color Agent29,S4,F6,Box,1884
X3199775,Color Agent26,S3,F7,Bag,11364
X3234247,Color Agent15,S3,F8,Bag,5612
X3276175,Color Agent27,S5,F7,Bag,4840
X3451671,Color Agent16,S5,F3,Box,772
X3465439,Color Agent32,S4,F5,Bag,6836
X3466896,Color Agent2,S3,F3,Box,420
X3490174,Color Agent34,S1,F9,Bag,4840
X3502419,Color Agent19,S2,F11,Bag,7980
X3519412,Color Agent6,S5,F10,Bag,6264
X3524586,Color Agent26,S1,F9,Bag,8452
X3530688,Color Agent23,S3,F10,Box,606
X3535106,Color Agent25,S3,F4,Bag,5140
X3548604,Color Agent6,S3,F1,Box,673
X3562236,Color Agent40,S3,F3,Box,694
X3567985,Color Agent14,S2,F1,Box,1515
X3614487,Color Agent40,S2,F1,Bag,5600
X3627987,Color Agent12,S2,F6,Box,1383
X3637924,Color Agent19,S1,F11,Box,750
X3699447,Color Agent36,S1,F8,Bag,17980
X3740175,Color Agent20,S4,F8,Box,1020
X3747134,Color Agent23,S4,F1,Bag,5876
X3751468,Color Agent3,S2,F9,Bag,7428
X3754442,Color Agent37,S3,F3,Box,1436
X3761369,Color Agent29,S3,F4,Bag,5660
X3821059,Color Agent1,S3,F3,Box,628
X3834027,Color Agent19,S4,F10,Bag,5120
X3858345,Color Agent14,S5,F8,Bag,9676
X3873563,Color Agent17,S3,F8,Box,929
X3888551,Color Agent17,S2,F2,Bag,6604
X3937200,Color Agent18,S1,F10,Bag,8108
X3940775,Color Agent22,S2,F9,Bag,7100
X3962234,Color Agent38,S4,F2,Bag,4156
X3985817,Color Agent17,S2,F12,Bag,4648
X4033661,Color Agent35,S1,F9,Box,429
X4051093,Color Agent22,S5,F5,Bag,3432
X4102855,Color Agent24,S4,F10,Box,679
X4104452,Color Agent7,S3,F10,Bag,5844
X4130404,Color Agent37,S3,F5,Bag,9012
X4138734,Color Agent29,S4,F4,Box,523
X4149907,Color Agent5,S5,F8,Bag,2712
X4211512,Color Agent38,S3,F10,Box,526
X4218875,Color Agent2,S4,F10,Bag,6052
X4255692,Color Agent37,S3,F6,Bag,6008
X4269865,Color Agent33,S3,F1,Box,654
X4296823,Color Agent33,S5,F10,Bag,7952
X4301041,Color Agent33,S1,F5,Bag,3196
X4306423,Color Agent25,S1,F5,Bag,3572
X4369880,Color Agent25,S1,F5,Bag,7820
X4385814,Color Agent21,S5,F2,Bag,4348
X4408875,Color Agent1,S4,F12,Bag,10692
X4412966,Color Agent27,S3,F12,Bag,8804
X4440194,Color Agent24,S5,F2,Bag,25172
X4470142,Color Agent4,S2,F9,Box,812
X4498042,Color Agent33,S1,F10,Box,780
X4502476,Color Agent22,S2,F9,Bag,6892
X4513250,Color Agent15,S4,F10,Box,1251
X4598866,Color Agent16,S3,F11,Box,839
X4653010,Color Agent15,S1,F2,Bag,8972
X4684608,Color Agent5,S2,F1,Bag,9248
X4694395,Color Agent12,S2,F9,Box,939
X4720605,Color Agent37,S1,F5,Bag,4068
X4767738,Color Agent4,S5,F7,Bag,4676
X4779672,Color Agent1,S3,F7,Bag,9876
X4792270,Color Agent19,S3,F7,Bag,6896
X4842218,Color Agent15,S1,F2,Bag,4900
X4886591,Color Agent13,S1,F6,Bag,4464
X4907839,Color Agent38,S1,F3,Bag,6720
X4976651,Color Agent28,S4,F10,Bag,7004
X4988525,Color Agent39,S5,F5,Bag,15196
X5013992,Color Agent12,S1,F12,Bag,7480
X5045832,Color Agent5,S3,F5,Bag,13168
X5153472,Color Agent9,S2,F4,Bag,9364
X5173586,Color Agent9,S2,F8,Box,1416
X5203704,Color Agent36,S3,F3,Box,898
X5225369,Color Agent36,S3,F9,Bag,7200
X5252868,Color Agent29,S4,F3,Bag,8648
X5301642,Color Agent1,S2,F8,Bag,4864
X5302911,Color Agent4,S3,F3,Bag,9432
X5303932,Color Agent11,S1,F10,Bag,10928
X5339126,Color Agent29,S2,F6,Bag,10392
X5381814,Color Agent32,S1,F4,Bag,6116
X5426795,Color Agent38,S4,F7,Box,535
X5428518,Color Agent35,S5,F12,Box,1259
X5453055,Color Agent2,S2,F3,Box,716
X5472603,Color Agent32,S3,F1,Box,1449
X5491571,Color Agent35,S3,F10,Box,903
X5543801,Color Agent17,S3,F8,Box,485
X5634762,Color Agent8,S1,F11,Bag,10696
X5637954,Color Agent3,S3,F12,Bag,9388
X5653331,Color Agent19,S2,F11,Box,1594
X5681681,Color Agent38,S5,F3,Box,347
X5702026,Color Agent2,S3,F12,Box,1274
X5751168,Color Agent24,S5,F6,Bag,11864
X5758506,Color Agent27,S2,F5,Bag,5948
X5761644,Color Agent37,S2,F11,Bag,12364
X5796682,Color Agent5,S3,F5,Bag,10336
X5815446,Color Agent31,S4,F6,Box,1006
X5831764,Color Agent40,S4,F12,Bag,6592
X5883004,Color Agent23,S1,F7,Bag,11132
X5886928,Color Agent18,S1,F12,Bag,10600
X5937463,Color Agent3,S5,F12,Box,1084
X5947229,Color Agent32,S4,F3,Bag,9480
X5983216,Color Agent25,S4,F5,Bag,5048
X6031685,Color Agent37,S5,F10,Box,516
X6035775,Color Agent13,S1,F3,Bag,6740
X6084390,Color Agent18,S3,F3,Bag,9324
X6104148,Color Agent7,S2,F5,Bag,5572
X6105435,Color Agent5,S5,F6,Box,1289
X6116587,Color Agent23,S5,F8,Bag,8752
X6143599,Color Agent14,S4,F2,Box,865
X6147570,Color Agent3,S4,F1,Box,1232
X6155800,Color Agent18,S2,F7,Bag,10188
X6201487,Color Agent30,S1,F9,Bag,5348
X6233654,Color Agent3,S4,F1,Bag,19088
X6240459,Color Agent4,S2,F10,Bag,6880
X6284540,Color Agent14,S2,F2,Bag,7384
X6329866,Color Agent35,S4,F10,Bag,6768
X6401035,Color Agent31,S4,F8,Box,818
X6402830,Color Agent16,S4,F11,Box,587
X6452566,Color Agent8,S4,F3,Bag,5800
X6482970,Color Agent34,S4,F2,Bag,9428
X6493182,Color Agent1,S4,F12,Box,550
X6494143,Color Agent6,S1,F2,Bag,7620
X6495289,Color Agent7,S3,F5,Box,1103
X6513839,Color Agent26,S3,F7,Bag,4196
X6520772,Color Agent14,S3,F9,Bag,4752
X6557419,Color Agent11,S5,F2,Bag,7236
X6560525,Color Agent24,S4,F8,Bag,4348
X6563365,Color Agent27,S4,F4,Box,426
X6620750,Color Agent23,S2,F2,Bag,7120
X6623212,Color Agent19,S2,F3,Bag,11740
X6650626,Color Agent30,S5,F9,Box,671
X6690846,Color Agent10,S2,F8,Box,943
X6698252,Color Agent28,S4,F10,Bag,5916
X6728573,Color Agent35,S5,F12,Bag,6556
X6746419,Color Agent37,S2,F6,Bag,12316
X6746632,Color Agent26,S4,F10,Bag,8212
X6758911,Color Agent14,S5,F7,Bag,13308
X6788912,Color Agent3,S1,F12,Bag,3812
X6814561,Color Agent35,S4,F1,Bag,5576
X6821035,Color Agent17,S5,F8,Bag,4564
X6821829,Color Agent2,S5,F3,Bag,4444
X6838894,Color Agent12,S3,F2,Bag,8868
X6860878,Color Agent9,S5,F9,Bag,4496
X6906398,Color Agent39,S3,F9,Box,564
X6922908,Color Agent30,S5,F10,Bag,4632
X6960601,Color Agent37,S5,F6,Bag,6944
X6976364,Color Agent7,S5,F1,Bag,4668
X6979953,Color Agent11,S3,F8,Box,1759
X6983233,Color Agent38,S4,F12,Bag,11356
X6996702,Color Agent17,S5,F12,Bag,4836
X7032315,Color Agent15,S5,F7,Bag,14084
X7042410,Color Agent20,S1,F2,Box,1240
X7056783,Color Agent27,S3,F1,Bag,4380
X7069480,Color Agent1,S3,F12,Bag,9736
X7094513,Color Agent11,S4,F8,Bag,7120
X7104475,Color Agent3,S4,F3,Bag,12820
X7115391,Color Agent30,S5,F4,Bag,20180
X7122560,Color Agent20,S3,F10,Box,1494
X7212581,Color Agent33,S5,F1,Bag,16960
X7238280,Color Agent8,S1,F10,Bag,4808
X7257786,Color Agent34,S1,F3,Bag,4288
X7313601,Color Agent23,S2,F1,Box,633
X7327555,Color Agent15,S1,F1,Box,481
X7338930,Color Agent10,S3,F1,Bag,11752
X7519779,Color Agent5,S4,F8,Box,685
X7530262,Color Agent37,S5,F8,Bag,4128
X7590392,Color Agent7,S1,F7,Bag,10408
X7594212,Color Agent9,S3,F8,Bag,4516
X7595927,Color Agent31,S5,F10,Bag,5076
X7606058,Color Agent23,S1,F5,Box,829
X7618183,Color Agent30,S4,F2,Bag,10156
X7664103,Color Agent14,S1,F4,Bag,7236
X7682066,Color Agent19,S1,F4,Box,441
X7682360,Color Agent16,S3,F11,Box,691
X7701439,Color Agent33,S3,F10,Bag,7380
X7711011,Color Agent29,S1,F1,Box,944
X7736125,Color Agent36,S3,F6,Bag,9568
X7743187,Color Agent6,S3,F4,Box,856
X7751397,Color Agent18,S4,F4,Bag,5084
X7756847,Color Agent19,S4,F1,Box,530
X7768063,Color Agent19,S2,F12,Box,680
X7848287,Color Agent12,S5,F9,Box,1132
X7871166,Color Agent19,S3,F3,Bag,10904
X7890874,Color Agent15,S3,F12,Bag,6760
X7944178,Color Agent15,S3,F10,Box,478
X7952205,Color Agent7,S5,F8,Bag,6824
X8035141,Color Agent5,S3,F9,Bag,6652
X8051360,Color Agent14,S5,F8,Bag,12680
X8063489,Color Agent32,S5,F8,Box,1072
X8074229,Color Agent20,S2,F2,Bag,12492
X8085412,Color Agent8,S2,F8,Box,598
X8140767,Color Agent40,S1,F1,Bag,4820
X8163284,Color Agent26,S4,F10,Bag,6716
X8210949,Color Agent16,S1,F11,Bag,5280
X8212311,Color Agent9,S2,F4,Bag,6648
X8272257,Color Agent16,S3,F4,Bag,7792
X8304634,Color Agent21,S4,F2,Box,1154
X8305967,Color Agent36,S1,F7,Bag,6424
X8324356,Color Agent26,S5,F3,Bag,7048
X8349294,Color Agent21,S3,F9,Bag,10588
X8432625,Color Agent7,S2,F2,Bag,4940
X8443964,Color Agent33,S1,F1,Bag,10948
X8472898,Color Agent31,S5,F4,Box,1239
X8481834,Color Agent13,S1,F4,Bag,8684
X8532085,Color Agent3,S5,F5,Bag,8420
X8555112,Color Agent2,S4,F12,Box,550
X8596004,Color Agent35,S2,F11,Bag,5396
X8627427,Color Agent37,S4,F12,Bag,8660
X8642509,Color Agent16,S4,F7,Bag,11376
X8681689,Color Agent13,S2,F9,Bag,17868
